Hospital_ID,District_ID,Instrument_ID,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Year Total,Year Average,Year Median,Max Year,Min Year,First Quarter Sum,Second Quarter Sum,Third Quarter Sum,Fourth Quarter Sum,First Quarter Avg,Second Quarter Avg,Third Quarter Avg,Fourth Quarter Avg,First Half Year Total,First Half Year Average,Second Half Year Total,Second Half Year Average,Hospital_employees,Annual_Projected_Revenue,Buy_or_not
Hospital 1004,District 7,Instrument 2,26477,29543,29543,27023,26163,25549,23810,23405,23048,22253,23407,23579,303800,25316.67,24679.5,29543,22253,85563,78735,70263,69239,28521,26245,23421,23079.67,164298,139502,27383,23578.71,131,0,0
Hospital 1005,District 6,Instrument 2,0,0,0,0,76,89,91,59,68,84,81,74,622,51.83,71,91,0,0,165,218,239,0,55,72.67,79.67,165,457,27.5,78,1052,0,0
Hospital 1006,District 10,Instrument 1,197,196,185,200,161,201,162,199,173,122,545,239,2580,215,196.5,545,122,578,562,534,906,192.67,187.33,178,302,1140,1440,190,234.43,1495.3333,0,0
Hospital 1006,District 10,Instrument 2,1688,1867,1436,1842,1496,3042,2920,3629,3205,3009,2398,3037,29569,2464.08,2659,3629,1436,4991,6380,9754,8444,1663.67,2126.67,3251.33,2814.67,11371,18198,1895.17,3034.29,1495.3333,0,0
Hospital 1006,District 10,Instrument 3,1111,1689,983,1216,232,555,855,1117,1415,977,1198,1293,12641,1053.42,1114,1689,232,3783,2003,3387,3468,1261,667.67,1129,1156,5786,6855,964.33,1058.57,1495.3333,0,0
Hospital 1006,District 10,Instrument 4,89,88,82,79,75,77,71,70,59,57,57,53,857,71.42,73,89,53,259,231,200,167,86.33,77,66.67,55.67,490,367,81.67,63.43,1495.3333,0,0
Hospital 1006,District 10,Instrument 6,978,1580,873,867,1086,580,445,504,792,608,541,793,9647,803.92,792.5,1580,445,3431,2533,1741,1942,1143.67,844.33,580.33,647.33,5964,3683,994,609,1495.3333,0,0
Hospital 1006,District 12,Instrument 3,1980,-4695,1980,2086,13983,8194,-10042,-4255,2046,1996,1993,0,15266,1272.17,1986.5,13983,-10042,-735,24263,-12251,3989,-245,8087.67,-4083.67,1329.67,23528,-8262,3921.33,-9.71,1738,0,0
Hospital 1006,District 13,Instrument 1,1113,1133,1121,1228,986,0,0,0,0,0,0,0,5581,465.08,0,1228,0,3367,2214,0,0,1122.33,738,0,0,5581,0,930.17,0,1229,0,0
Hospital 1006,District 13,Instrument 5,2636,2781,2701,2696,2643,2670,2663,2684,2553,2607,2561,2586,31781,2648.42,2653,2781,2553,8118,8009,7900,7754,2706,2669.67,2633.33,2584.67,16127,15654,2687.83,2617.71,1229,0,0
Hospital 1006,District 13,Instrument 8,0,0,0,0,0,0,93,150,74,74,73,74,538,44.83,36.5,150,0,0,0,317,221,0,0,105.67,73.67,0,538,0,76.86,1229,0,0
Hospital 1006,District 14,Instrument 2,0,0,19,16,16,16,16,16,0,0,0,0,99,8.25,8,19,0,19,48,32,0,6.33,16,10.67,0,67,32,11.17,6.86,2,0,0
Hospital 1006,District 14,Instrument 5,45,61,39,40,36,0,0,0,0,0,0,0,221,18.42,0,61,0,145,76,0,0,48.33,25.33,0,0,221,0,36.83,0,2,0,0
Hospital 1006,District 14,Instrument 7,0,0,0,0,0,45,66,74,65,69,390,27,736,61.33,36,390,0,0,45,205,486,0,15,68.33,162,45,691,7.5,105.14,2,0,0
Hospital 1006,District 15,Instrument 1,221,218,231,159,231,226,223,218,203,179,201,183,2493,207.75,218,231,159,670,616,644,563,223.33,205.33,214.67,187.67,1286,1207,214.33,204.71,295,0,0
Hospital 1006,District 15,Instrument 3,396,360,353,315,0,0,0,0,0,0,0,0,1424,118.67,0,396,0,1109,315,0,0,369.67,105,0,0,1424,0,237.33,0,295,0,0
Hospital 1006,District 15,Instrument 7,7131,7122,7139,7137,0,0,0,0,0,0,0,0,28529,2377.42,0,7139,0,21392,7137,0,0,7130.67,2379,0,0,28529,0,4754.83,0,295,0,0
Hospital 1006,District 18,Instrument 1,315,306,339,344,329,291,321,304,310,291,220,217,3587,298.92,308,344,217,960,964,935,728,320,321.33,311.67,242.67,1924,1663,320.67,279.14,371,0,0
Hospital 1006,District 18,Instrument 2,3498,3453,3526,3722,3481,3443,3524,3689,3795,3766,3682,3802,43381,3615.08,3604,3802,3443,10477,10646,11008,11250,3492.33,3548.67,3669.33,3750,21123,22258,3520.5,3671.57,371,0,0
Hospital 1006,District 18,Instrument 3,4,4,4,4,4,4,4,-231,-287,-381,-319,-228,-1418,-118.17,4,4,-381,12,12,-514,-928,4,4,-171.33,-309.33,24,-1442,4,-205.43,371,0,0
Hospital 1006,District 18,Instrument 4,40,39,36,34,26,17,14,0,0,0,0,0,206,17.17,15.5,40,0,115,77,14,0,38.33,25.67,4.67,0,192,14,32,4.43,371,0,0
Hospital 1006,District 18,Instrument 6,0,0,0,0,0,0,0,44,-13,-184,213,-14,46,3.83,0,213,-184,0,0,31,15,0,0,10.33,5,0,46,0,6.57,371,0,0
Hospital 1006,District 19,Instrument 1,0,220,203,192,192,346,401,346,374,381,465,383,3503,291.92,346,465,0,423,730,1121,1229,141,243.33,373.67,409.67,1153,2350,192.17,385.14,490,0,0
Hospital 1006,District 19,Instrument 7,367,299,486,316,394,0,0,0,0,0,0,0,1862,155.17,0,486,0,1152,710,0,0,384,236.67,0,0,1862,0,310.33,0,490,0,0
Hospital 1006,District 20,Instrument 1,552,0,547,0,0,0,545,0,485,0,519,0,2648,220.67,0,552,0,1099,0,1030,519,366.33,0,343.33,173,1099,1549,183.17,221.29,416,0,0
Hospital 1006,District 20,Instrument 3,2262,0,3204,0,4358,0,2383,0,2467,0,2936,0,17610,1467.5,1131,4358,0,5466,4358,4850,2936,1822,1452.67,1616.67,978.67,9824,7786,1637.33,1112.29,416,0,0
Hospital 1006,District 20,Instrument 6,6,0,497,0,6,0,6,0,6,0,195,0,716,59.67,3,497,0,503,6,12,195,167.67,2,4,65,509,207,84.83,29.57,416,0,0
Hospital 1006,District 20,Instrument 7,420,0,415,0,334,0,328,0,329,0,336,0,2162,180.17,164,420,0,835,334,657,336,278.33,111.33,219,112,1169,993,194.83,141.86,416,0,0
Hospital 1006,District 25,Instrument 2,249,0,0,0,0,0,0,0,0,0,0,0,249,20.75,0,249,0,249,0,0,0,83,0,0,0,249,0,41.5,0,40,0,0
Hospital 1006,District 25,Instrument 3,11,0,0,0,0,0,0,0,0,0,0,0,11,0.92,0,11,0,11,0,0,0,3.67,0,0,0,11,0,1.83,0,40,0,0
Hospital 1006,District 28,Instrument 1,112,113,109,86,104,108,96,71,75,139,157,0,1170,97.5,106,157,0,334,298,242,296,111.33,99.33,80.67,98.67,632,538,105.33,92.29,20,0,0
Hospital 1006,District 28,Instrument 4,6,6,6,6,6,6,6,6,6,12,12,0,78,6.5,6,12,0,18,18,18,24,6,6,6,8,36,42,6,6.86,20,0,0
Hospital 1006,District 28,Instrument 5,0,0,0,0,0,0,0,178,408,270,317,0,1173,97.75,0,408,0,0,0,586,587,0,0,195.33,195.67,0,1173,0,167.57,20,0,0
Hospital 1006,District 28,Instrument 6,56,98,39,2,21,-5,-25,-44,102,327,221,0,792,66,30,327,-44,193,18,33,548,64.33,6,11,182.67,211,581,35.17,82.29,20,0,0
Hospital 1006,District 30,Instrument 2,5341,0,0,0,2107,2107,2107,2107,2107,2107,2107,5063,25153,2096.08,2107,5341,0,5341,4214,6321,9277,1780.33,1404.67,2107,3092.33,9555,15598,1592.5,2529.29,285,0,0
Hospital 1006,District 34,Instrument 1,105,112,115,119,123,132,139,140,131,126,147,140,1529,127.42,128.5,147,105,332,374,410,413,110.67,124.67,136.67,137.67,706,823,117.67,136.43,89,0,0
Hospital 1006,District 34,Instrument 4,677,786,648,892,618,829,497,631,0,0,0,0,5578,464.83,624.5,892,0,2111,2339,1128,0,703.67,779.67,376,0,4450,1128,741.67,279.57,89,0,0
Hospital 1006,District 34,Instrument 5,33,65,43,47,30,150,125,67,162,153,87,97,1059,88.25,77,162,30,141,227,354,337,47,75.67,118,112.33,368,691,61.33,120.14,89,0,0
Hospital 1006,District 34,Instrument 7,119,119,119,119,119,8030,190,190,190,190,190,190,9765,813.75,190,8030,119,357,8268,570,570,119,2756,190,190,8625,1140,1437.5,1310,89,0,0
Hospital 1006,District 35,Instrument 2,48,48,761,339,284,323,99,309,309,309,309,309,3447,287.25,309,761,48,857,946,717,927,285.67,315.33,239,309,1803,1644,300.5,281,2,0,0
Hospital 1006,District 37,Instrument 2,10815,12900,11718,7961,7843,7479,7725,7491,6571,6803,8199,7327,102832,8569.33,7784,12900,6571,35433,23283,21787,22329,11811,7761,7262.33,7443,58716,44116,9786,7370.71,17.5,0,0
Hospital 1006,District 37,Instrument 3,166,210,132,237,133,186,59,91,58,107,136,48,1563,130.25,132.5,237,48,508,556,208,291,169.33,185.33,69.33,97,1064,499,177.33,97.86,17.5,0,0
Hospital 1006,District 39,Instrument 1,521,413,371,413,361,354,355,340,311,443,413,263,4558,379.83,366,521,263,1305,1128,1006,1119,435,376,335.33,373,2433,2125,405.5,354.14,436,0,0
Hospital 1006,District 39,Instrument 2,2248,2573,2092,2592,2083,2033,1785,1792,1755,3967,1935,1401,26256,2188,2058,3967,1401,6913,6708,5332,7303,2304.33,2236,1777.33,2434.33,13621,12635,2270.17,2095.43,436,0,0
Hospital 1006,District 39,Instrument 4,6435,4302,4086,4281,3929,3872,4136,3864,3416,3410,4938,2975,49644,4137,4007.5,6435,2975,14823,12082,11416,11323,4941,4027.33,3805.33,3774.33,26905,22739,4484.17,3801.57,436,0,0
Hospital 1006,District 39,Instrument 7,1566,1622,1550,254,1577,1612,1321,1412,1047,1939,115,1267,15282,1273.5,1481,1939,115,4738,3443,3780,3321,1579.33,1147.67,1260,1107,8181,7101,1363.5,1244.71,436,0,0
Hospital 1006,District 4,Instrument 2,6383,7199,7267,6690,7356,6650,6677,6913,6113,6992,5909,6929,81078,6756.5,6801.5,7356,5909,20849,20696,19703,19830,6949.67,6898.67,6567.67,6610,41545,39533,6924.17,6597.57,249,0,0
Hospital 1006,District 41,Instrument 1,329,311,329,192,292,292,237,278,292,325,336,327,3540,295,301.5,336,192,969,776,807,988,323,258.67,269,329.33,1745,1795,290.83,298.14,28,0,0
Hospital 1006,District 41,Instrument 5,410,490,372,345,289,289,289,373,274,381,381,305,4198,349.83,358.5,490,274,1272,923,936,1067,424,307.67,312,355.67,2195,2003,365.83,327.43,28,0,0
Hospital 1006,District 43,Instrument 2,5121,5358,5337,5569,6204,6204,6204,6204,6204,4628,772,772,58577,4881.42,5463.5,6204,772,15816,17977,18612,6172,5272,5992.33,6204,2057.33,33793,24784,5632.17,4426.86,150,0,0
Hospital 1006,District 44,Instrument 2,19846,20598,19470,16983,22408,22417,22161,22075,21469,21122,24891,22793,256233,21352.75,21772,24891,16983,59914,61808,65705,68806,19971.33,20602.67,21901.67,22935.33,121722,134511,20287,22418.29,17071,0,0
Hospital 1006,District 44,Instrument 3,9134,6419,6402,5032,0,0,0,0,0,0,0,0,26987,2248.92,0,9134,0,21955,5032,0,0,7318.33,1677.33,0,0,26987,0,4497.83,0,17071,0,0
Hospital 1006,District 44,Instrument 7,4472,4352,4095,4071,4120,7888,4129,4065,4088,4087,4116,4114,53597,4466.42,4115,7888,4065,12919,16079,12282,12317,4306.33,5359.67,4094,4105.67,28998,24599,4833,4641,17071,0,0
Hospital 1006,District 48,Instrument 3,109,4,4,4,4,0,0,0,0,0,0,0,125,10.42,0,109,0,117,8,0,0,39,2.67,0,0,125,0,20.83,0,283,0,0
Hospital 1006,District 49,Instrument 2,0,0,0,0,2055,2089,0,0,0,0,0,0,4144,345.33,0,2089,0,0,4144,0,0,0,1381.33,0,0,4144,0,690.67,298.43,721,0,0
Hospital 1006,District 5,Instrument 2,1665,250,250,0,0,0,2135,2013,1939,2027,2367,1747,14393,1199.42,1706,2367,0,2165,0,6087,6141,721.67,0,2029,2047,2165,12228,360.83,1746.86,213,0,0
Hospital 1006,District 6,Instrument 2,0,0,0,0,15933,16996,13317,14606,15588,15670,15806,16414,124330,10360.83,15097,16996,0,0,32929,43511,47890,0,10976.33,14503.67,15963.33,32929,91401,5488.17,15485.29,4540,0,0
Hospital 1007,District 13,Instrument 1,99,15,5,6,5,0,0,0,0,0,0,0,130,10.83,0,99,0,119,11,0,0,39.67,3.67,0,0,130,0,21.67,0,619,0,0
Hospital 1007,District 13,Instrument 2,5290,669,232,235,555,1192,435,364,371,297,3989,771,14400,1200,495,5290,232,6191,1982,1170,5057,2063.67,660.67,390,1685.67,8173,6227,1362.17,1059.86,619,0,0
Hospital 1007,District 13,Instrument 3,2194,300,24,25,24,136,31,81,20,5,12,13,2865,238.75,24.5,2194,5,2518,185,132,30,839.33,61.67,44,10,2703,162,450.5,42.57,619,0,0
Hospital 1007,District 13,Instrument 4,12345,1873,1366,931,1072,0,0,0,0,0,0,0,17587,1465.58,0,12345,0,15584,2003,0,0,5194.67,667.67,0,0,17587,0,2931.17,0,619,0,0
Hospital 1007,District 13,Instrument 5,1124,1054,1153,1112,1050,1587,434,1059,919,929,1243,874,12538,1044.83,1056.5,1587,434,3331,3749,2412,3046,1110.33,1249.67,804,1015.33,7080,5458,1180,1006.43,619,0,0
Hospital 1007,District 13,Instrument 8,0,0,0,0,0,0,4,0,0,0,0,0,4,0.33,0,4,0,0,0,4,0,0,0,1.33,0,0,4,0,0.57,619,0,0
Hospital 1007,District 17,Instrument 1,52,56,50,50,59,61,60,55,61,59,69,24,656,54.67,57.5,69,24,158,170,176,152,52.67,56.67,58.67,50.67,328,328,54.67,55.57,161,0,0
Hospital 1007,District 17,Instrument 2,788,686,759,552,655,827,741,637,657,575,622,717,8216,684.67,671.5,827,552,2233,2034,2035,1914,744.33,678,678.33,638,4267,3949,711.17,682.29,161,0,0
Hospital 1007,District 17,Instrument 3,68,10,28,7,7,0,0,0,0,0,0,0,120,10,0,68,0,106,14,0,0,35.33,4.67,0,0,120,0,20,0,161,0,0
Hospital 1007,District 17,Instrument 4,6,5,7,5,7,0,0,0,0,0,0,0,30,2.5,0,7,0,18,12,0,0,6,4,0,0,30,0,5,0,161,0,0
Hospital 1007,District 20,Instrument 1,119,26,108,28,0,41,136,27,133,30,138,36,822,68.5,38.5,138,0,253,69,296,204,84.33,23,98.67,68,322,500,53.67,77.29,260,0,0
Hospital 1007,District 20,Instrument 6,0,16,66,16,164,16,0,16,0,16,0,16,326,27.17,16,164,0,82,196,16,32,27.33,65.33,5.33,10.67,278,48,46.33,9.14,260,0,0
Hospital 1007,District 28,Instrument 1,90,85,88,74,93,107,92,85,89,82,106,0,991,82.58,88.5,107,0,263,274,266,188,87.67,91.33,88.67,62.67,537,454,89.5,80.14,105,0,0
Hospital 1007,District 28,Instrument 2,2682,2957,3129,2497,2704,3062,3474,2957,2760,3006,2851,3349,35428,2952.33,2957,3474,2497,8768,8263,9191,9206,2922.67,2754.33,3063.67,3068.67,17031,18397,2838.5,3065.57,105,0,0
Hospital 1007,District 28,Instrument 3,91,91,77,0,0,0,0,0,0,0,0,6,265,22.08,0,91,0,259,0,0,6,86.33,0,0,2,259,6,43.17,0.86,105,0,0
Hospital 1007,District 28,Instrument 4,30,21,24,24,24,24,24,24,24,24,24,0,267,22.25,24,30,0,75,72,72,48,25,24,24,16,147,120,24.5,20.57,105,0,0
Hospital 1007,District 28,Instrument 6,251,155,179,76,243,196,200,219,46,720,155,0,2440,203.33,187.5,720,0,585,515,465,875,195,171.67,155,291.67,1100,1340,183.33,219.43,105,0,0
Hospital 1007,District 34,Instrument 1,2,2,2,1,1,2,2,2,1,2,2,1,20,1.67,2,2,1,6,4,5,5,2,1.33,1.67,1.67,10,10,1.67,1.71,13,0,0
Hospital 1007,District 34,Instrument 4,2,2,7,7,7,7,7,7,0,0,0,0,46,3.83,4.5,7,0,11,21,14,0,3.67,7,4.67,0,32,14,5.33,3,13,0,0
Hospital 1007,District 34,Instrument 5,7,7,7,7,7,7,7,7,9,9,9,9,92,7.67,7,9,7,21,21,23,27,7,7,7.67,9,42,50,7,8.14,13,0,0
Hospital 1007,District 8,Instrument 1,143,148,140,138,138,0,0,0,0,0,0,0,707,58.92,0,148,0,431,276,0,0,143.67,92,0,0,707,0,117.83,0,240,0,0
Hospital 1008,District 13,Instrument 1,98,85,101,120,131,0,0,0,0,0,0,0,535,44.58,0,131,0,284,251,0,0,94.67,83.67,0,0,535,0,89.17,0,17,0,0
Hospital 1008,District 13,Instrument 4,340,281,133,149,131,0,0,0,0,0,0,0,1034,86.17,0,340,0,754,280,0,0,251.33,93.33,0,0,1034,0,172.33,0,17,0,0
Hospital 1008,District 13,Instrument 8,0,0,0,0,0,0,21,22,19,17,17,25,121,10.08,8.5,25,0,0,0,62,59,0,0,20.67,19.67,0,121,0,17.29,17,0,0
Hospital 1008,District 18,Instrument 1,41,54,36,39,41,36,36,35,36,35,27,22,438,36.5,36,54,22,131,116,107,84,43.67,38.67,35.67,28,247,191,41.17,32.43,45,0,0
Hospital 1008,District 18,Instrument 2,362,677,408,414,439,487,479,446,442,234,-8,391,4771,397.58,426.5,677,-8,1447,1340,1367,617,482.33,446.67,455.67,205.67,2787,1984,464.5,353,45,0,0
Hospital 1008,District 18,Instrument 3,0,0,0,0,0,0,0,-7,28,275,476,16,788,65.67,0,476,-7,0,0,21,767,0,0,7,255.67,0,788,0,112.57,45,0,0
Hospital 1008,District 18,Instrument 4,166,80,61,90,88,25,17,0,0,0,0,0,527,43.92,21,166,0,307,203,17,0,102.33,67.67,5.67,0,510,17,85,6,45,0,0
Hospital 1008,District 18,Instrument 6,0,0,0,0,0,0,0,6,-2,-26,29,-2,5,0.42,0,29,-26,0,0,4,1,0,0,1.33,0.33,0,5,0,0.71,45,0,0
Hospital 1008,District 18,Instrument 7,53,53,54,54,54,54,53,87,0,0,0,0,462,38.5,53,87,0,160,162,140,0,53.33,54,46.67,0,322,140,53.67,27.71,45,0,0
Hospital 1008,District 20,Instrument 1,0,897,0,886,0,782,0,871,0,820,0,947,5203,433.58,391,947,0,897,1668,871,1767,299,556,290.33,589,2565,2638,427.5,488.57,98,0,0
Hospital 1008,District 20,Instrument 6,0,54,0,54,0,-29,0,26,0,33,0,38,176,14.67,0,54,-29,54,25,26,71,18,8.33,8.67,23.67,79,97,13.17,9.71,98,0,0
Hospital 1008,District 20,Instrument 7,0,3227,0,3388,0,3412,0,3321,0,3346,0,3454,20148,1679,1613.5,3454,0,3227,6800,3321,6800,1075.67,2266.67,1107,2266.67,10027,10121,1671.17,1933.29,98,0,0
Hospital 1008,District 20,Instrument 8,0,0,0,0,0,16,0,0,0,0,0,0,16,1.33,0,16,0,0,16,0,0,0,5.33,0,0,16,0,2.67,2.29,98,0,0
Hospital 1008,District 28,Instrument 1,548,492,532,424,589,587,531,439,554,559,642,0,5897,491.42,540,642,0,1572,1600,1524,1201,524,533.33,508,400.33,3172,2725,528.67,473.14,287,0,0
Hospital 1008,District 28,Instrument 4,2717,2656,2235,2298,2080,2108,1967,1638,1593,1123,535,0,20950,1745.83,2023.5,2717,0,7608,6486,5198,1658,2536,2162,1732.67,552.67,14094,6856,2349,1280.57,287,0,0
Hospital 1008,District 28,Instrument 6,1127,2483,1483,1677,2518,2332,1237,1344,1799,1394,1903,0,19297,1608.08,1580,2518,0,5093,6527,4380,3297,1697.67,2175.67,1460,1099,11620,7677,1936.67,1429.86,287,0,0
Hospital 1008,District 28,Instrument 8,4,4,4,0,0,0,0,0,0,0,0,0,12,1,0,4,0,12,0,0,0,4,0,0,0,12,0,2,0,287,0,0
Hospital 1008,District 29,Instrument 2,0,0,0,0,0,0,0,0,0,0,1796,130,1926,160.5,0,1796,0,0,0,0,1926,0,0,0,642,0,1926,0,275.14,2,0,0
Hospital 1008,District 29,Instrument 3,0,0,0,0,0,0,0,0,0,0,499,0,499,41.58,0,499,0,0,0,0,499,0,0,0,166.33,0,499,0,71.29,2,0,0
Hospital 1008,District 29,Instrument 4,0,0,0,0,0,0,0,0,0,0,158,0,158,13.17,0,158,0,0,0,0,158,0,0,0,52.67,0,158,0,22.57,2,0,0
Hospital 1008,District 31,Instrument 2,0,1871,2487,3005,3005,2510,2262,3012,2714,2714,2714,2714,29008,2417.33,2714,3012,0,4358,8520,7988,8142,1452.67,2840,2662.67,2714,12878,16130,2146.33,2662.86,75,0,0
Hospital 1008,District 35,Instrument 2,280,206,1300,733,916,0,0,526,526,526,526,526,6065,505.42,526,1300,0,1786,1649,1052,1578,595.33,549.67,350.67,526,3435,2630,572.5,375.71,2,0,0
Hospital 1008,District 40,Instrument 2,114,114,179,150,189,289,547,245,245,245,245,245,2807,233.92,245,547,114,407,628,1037,735,135.67,209.33,345.67,245,1035,1772,172.5,294.43,58,0,0
Hospital 1008,District 44,Instrument 2,0,0,0,0,19,19,19,19,19,19,19,19,152,12.67,19,19,0,0,38,57,57,0,12.67,19,19,38,114,6.33,19,23,0,0
Hospital 1008,District 44,Instrument 3,15,16,19,19,0,0,0,0,0,0,0,0,69,5.75,0,19,0,50,19,0,0,16.67,6.33,0,0,69,0,11.5,0,23,0,0
Hospital 1008,District 6,Instrument 2,0,0,0,0,7691,8747,8221,7851,7385,7451,8222,6976,62544,5212,7418,8747,0,0,16438,23457,22649,0,5479.33,7819,7549.67,16438,46106,2739.67,7836.14,145,0,0
Hospital 1009,District 13,Instrument 5,15,15,15,15,15,15,16,15,15,15,15,15,181,15.08,15,16,15,45,45,46,45,15,15,15.33,15,90,91,15,15.14,108,0,0
Hospital 1009,District 28,Instrument 1,107,89,96,91,101,100,101,90,96,88,137,0,1096,91.33,96,137,0,292,292,287,225,97.33,97.33,95.67,75,584,512,97.33,87.43,100,0,0
Hospital 1009,District 28,Instrument 2,3604,3920,4061,3830,3995,4009,3401,3784,3607,3389,3733,4196,45529,3794.08,3807,4196,3389,11585,11834,10792,11318,3861.67,3944.67,3597.33,3772.67,23419,22110,3903.17,3731.29,100,0,0
Hospital 1009,District 28,Instrument 3,12,12,12,12,12,12,12,12,27,59,65,25,272,22.67,12,65,12,36,36,51,149,12,12,17,49.67,72,200,12,30.29,100,0,0
Hospital 1009,District 28,Instrument 6,1152,813,1416,797,2750,1538,1344,1276,1830,1921,1878,0,16715,1392.92,1380,2750,0,3381,5085,4450,3799,1127,1695,1483.33,1266.33,8466,8249,1411,1398.14,100,0,0
Hospital 1009,District 28,Instrument 7,0,111,0,111,111,1987,283,2161,567,567,0,567,6465,538.75,197,2161,0,111,2209,3011,1134,37,736.33,1003.67,378,2320,4145,386.67,876,100,0,0
Hospital 101,District 13,Instrument 1,136,135,126,134,110,0,0,0,0,0,0,0,641,53.42,0,136,0,397,244,0,0,132.33,81.33,0,0,641,0,106.83,0,375,0,0
Hospital 101,District 13,Instrument 8,0,0,0,0,0,0,511,378,462,397,253,321,2322,193.5,126.5,511,0,0,0,1351,971,0,0,450.33,323.67,0,2322,0,331.71,375,0,0
Hospital 101,District 20,Instrument 1,317,0,298,0,0,0,240,0,180,0,236,0,1271,105.92,0,317,0,615,0,420,236,205,0,140,78.67,615,656,102.5,93.71,11,0,0
Hospital 101,District 20,Instrument 6,0,0,0,0,33,0,0,0,29,0,-99,0,-37,-3.08,0,33,-99,0,33,29,-99,0,11,9.67,-33,33,-70,5.5,-10,11,0,0
Hospital 101,District 20,Instrument 8,0,0,0,0,7,0,22,0,7,0,7,0,43,3.58,0,22,0,0,7,29,7,0,2.33,9.67,2.33,7,36,1.17,5.14,11,0,0
Hospital 101,District 32,Instrument 2,0,0,0,0,0,0,0,0,0,0,5,8,13,1.08,0,8,0,0,0,0,13,0,0,0,4.33,0,13,0,1.86,8,0,0
Hospital 101,District 32,Instrument 3,0,0,0,0,0,0,0,0,0,0,2,6,8,0.67,0,6,0,0,0,0,8,0,0,0,2.67,0,8,0,1.14,8,0,0
Hospital 101,District 41,Instrument 3,743,743,737,781,776,702,767,625,593,483,1136,509,8595,716.25,740,1136,483,2223,2259,1985,2128,741,753,661.67,709.33,4482,4113,747,687.86,554,0,0
Hospital 101,District 41,Instrument 5,0,0,0,0,0,0,0,0,0,291,291,170,752,62.67,0,291,0,0,0,0,752,0,0,0,250.67,0,752,0,107.43,554,0,0
Hospital 101,District 41,Instrument 8,0,0,0,0,0,0,0,0,0,0,1,1,2,0.17,0,1,0,0,0,0,2,0,0,0,0.67,0,2,0,0.29,554,0,0
Hospital 1010,District 12,Instrument 2,7553,7610,7787,8777,7070,10361,8258,7934,18347,17793,16700,27505,145695,12141.25,8517.5,27505,7070,22950,26208,34539,61998,7650,8736,11513,20666,49158,96537,8193,15271.14,179,0,0
Hospital 1010,District 12,Instrument 3,5034,5018,5239,5007,6496,5301,5259,6935,8946,7897,9747,0,70879,5906.58,5280,9747,0,15291,16804,21140,17644,5097,5601.33,7046.67,5881.33,32095,38784,5349.17,6297.86,179,0,0
Hospital 1010,District 12,Instrument 8,2400,2731,2809,4950,2609,2698,0,2857,17574,4853,13570,0,57051,4754.25,2770,17574,0,7940,10257,20431,18423,2646.67,3419,6810.33,6141,18197,38854,3032.83,5936,179,0,0
Hospital 1010,District 13,Instrument 2,10,10,24,25,10,74,202,54,77,114,121,207,928,77.33,64,207,10,44,109,333,442,14.67,36.33,111,147.33,153,775,25.5,121.29,67,0,0
Hospital 1010,District 13,Instrument 3,18,19,18,19,19,4,7,27,7,6,8,14,166,13.83,16,27,4,55,42,41,28,18.33,14,13.67,9.33,97,69,16.17,10.43,67,0,0
Hospital 1010,District 13,Instrument 4,157,70,61,76,84,0,0,0,0,0,0,0,448,37.33,0,157,0,288,160,0,0,96,53.33,0,0,448,0,74.67,0,67,0,0
Hospital 1010,District 16,Instrument 2,38566,40273,45333,43624,40020,40020,44537,46226,36941,41535,41547,41547,500169,41680.75,41541,46226,36941,124172,123664,127704,124629,41390.67,41221.33,42568,41543,247836,252333,41306,41764.71,7,0,0
Hospital 1010,District 17,Instrument 1,222,222,198,185,213,548,528,515,524,565,552,165,4437,369.75,368.5,565,165,642,946,1567,1282,214,315.33,522.33,427.33,1588,2849,264.67,485.29,249,0,0
Hospital 1010,District 17,Instrument 3,27,27,27,26,1423,0,0,0,0,0,0,0,1530,127.5,0,1423,0,81,1449,0,0,27,483,0,0,1530,0,255,0,249,0,0
Hospital 1010,District 17,Instrument 4,304,360,320,291,400,0,0,0,0,0,0,0,1675,139.58,0,400,0,984,691,0,0,328,230.33,0,0,1675,0,279.17,0,249,0,0
Hospital 1010,District 18,Instrument 1,678,860,798,894,773,802,796,914,817,659,536,567,9094,757.83,797,914,536,2336,2469,2527,1762,778.67,823,842.33,587.33,4805,4289,800.83,727.29,76,0,0
Hospital 1010,District 18,Instrument 3,0,0,0,0,0,0,0,2126,2086,179,275,2582,7248,604,0,2582,0,0,0,4212,3036,0,0,1404,1012,0,7248,0,1035.43,76,0,0
Hospital 1010,District 18,Instrument 4,4009,4689,4904,5369,4466,5668,4552,0,0,0,0,0,33657,2804.75,4237.5,5668,0,13602,15503,4552,0,4534,5167.67,1517.33,0,29105,4552,4850.83,1460,76,0,0
Hospital 1010,District 18,Instrument 5,0,0,84,140,140,140,140,140,140,140,140,140,1344,112,140,140,0,84,420,420,420,28,140,140,140,504,840,84,140,76,0,0
Hospital 1010,District 18,Instrument 6,0,0,0,0,0,0,0,175,-46,-545,729,-52,261,21.75,0,729,-545,0,0,129,132,0,0,43,44,0,261,0,37.29,76,0,0
Hospital 1010,District 18,Instrument 7,683,1666,1666,1070,1069,1069,1067,1069,1081,1070,1070,1060,13640,1136.67,1069.5,1666,683,4015,3208,3217,3200,1338.33,1069.33,1072.33,1066.67,7223,6417,1203.83,1069.43,76,0,0
