Hospital_ID,Region_ID,District_ID,Instrument_ID,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Year Total,Year Average,Year Median,Max Year,Min Year,First Quarter Sum,Second Quarter Sum,Third Quarter Sum,Fourth Quarter Sum,First Quarter Avg,Second Quarter Avg,Third Quarter Avg,Fourth Quarter Avg,First Half Year Total,First Half Year Average,Second Half Year Total,Second Half Year Average,Hospital_employees,Annual_Projected_Revenue,Buy_or_not
Hospital 1029,Region 2,District 28,Instrument 5,0,0,0,0,0,0,0,0,0,4,4,0,8,0.67,0,4,0,0,0,0,8,0,0,0,2.67,0,8,0,1.14,391,23166,1
Hospital 1033,Region 1,District 12,Instrument 2,808,774,951,824,921,865,928,783,894,752,773,1714,10987,915.58,844.5,1714,752,2533,2610,2605,3239,844.33,870,868.33,1079.67,5143,5844,857.17,958.43,61,13650,1
Hospital 1033,Region 1,District 12,Instrument 3,145,145,145,145,1102,913,725,913,913,913,913,0,6972,581,819,1102,0,435,2160,2551,1826,145,720,850.33,608.67,2595,4377,432.5,755.71,61,12600,1
Hospital 1033,Region 1,District 13,Instrument 2,0,0,0,0,118,522,549,530,549,539,512,607,3926,327.17,517,607,0,0,640,1628,1658,0,213.33,542.67,552.67,640,3286,106.67,544,34,63487,1
Hospital 1033,Region 1,District 20,Instrument 2,1497,0,733,0,1024,0,762,0,769,0,751,0,5536,461.33,366.5,1497,0,2230,1024,1531,751,743.33,341.33,510.33,250.33,3254,2282,542.33,326,30,5250,1
Hospital 1033,Region 1,District 20,Instrument 3,11,0,115,0,115,0,115,0,115,0,115,0,586,48.83,5.5,115,0,126,115,230,115,42,38.33,76.67,38.33,241,345,40.17,49.29,30,19049,1
Hospital 1033,Region 1,District 20,Instrument 7,1084,0,1080,0,1011,0,1114,0,1071,0,1058,0,6418,534.83,505.5,1114,0,2164,1011,2185,1058,721.33,337,728.33,352.67,3175,3243,529.17,463.29,30,20150,1
Hospital 1033,Region 1,District 41,Instrument 3,260,260,993,946,988,1231,1286,884,726,725,728,769,9796,816.33,826.5,1286,260,1513,3165,2896,2222,504.33,1055,965.33,740.67,4678,5118,779.67,907,22,16179,1
Hospital 1034,Region 1,District 13,Instrument 2,8857,8938,22951,6368,6098,7429,7964,7241,7214,7396,7195,7971,105622,8801.83,7412.5,22951,6098,40746,19895,22419,22562,13582,6631.67,7473,7520.67,60641,44981,10106.83,7487.14,40,224706,1
Hospital 1034,Region 1,District 13,Instrument 3,996,994,958,958,942,128,104,86,44,112,62,131,5515,459.58,129.5,996,44,2948,2028,234,305,982.67,676,78,101.67,4976,539,829.33,95.29,40,9906,1
Hospital 1034,Region 1,District 20,Instrument 2,0,5193,0,6150,0,6008,0,6259,0,5875,0,6322,35807,2983.92,2596.5,6322,0,5193,12158,6259,12197,1731,4052.67,2086.33,4065.67,17351,18456,2891.83,3494.86,115.5,55923,1
Hospital 1034,Region 1,District 20,Instrument 3,0,5199,0,5790,0,6517,0,5503,0,5175,0,5733,33917,2826.42,2587.5,6517,0,5199,12307,5503,10908,1733,4102.33,1834.33,3636,17506,16411,2917.67,3275.43,115.5,17393,1
Hospital 1034,Region 1,District 41,Instrument 2,1977,1977,886,906,821,821,825,888,802,783,782,827,12295,1024.58,826,1977,782,4840,2548,2515,2392,1613.33,849.33,838.33,797.33,7388,4907,1231.33,818.29,319,7944,1
Hospital 1034,Region 1,District 41,Instrument 3,3162,3162,2947,2760,2730,2707,2707,2737,2720,2743,2646,2593,33614,2801.17,2733.5,3162,2593,9271,8197,8164,7982,3090.33,2732.33,2721.33,2660.67,17468,16146,2911.33,2693.29,319,34122,1
Hospital 1035,Region 5,District 13,Instrument 2,9412,10771,11195,12802,11512,6285,7561,7513,8352,9168,8673,8968,112212,9351,9068,12802,6285,31378,30599,23426,26809,10459.33,10199.67,7808.67,8936.33,61977,50235,10329.5,8074.29,115,61404,1
Hospital 1035,Region 5,District 13,Instrument 3,835,598,553,615,3698,4034,5394,4634,2680,2045,3480,4800,33366,2780.5,3080,5394,553,1986,8347,12708,10325,662,2782.33,4236,3441.67,10333,23033,1722.17,3866.71,115,14004,1
Hospital 1035,Region 5,District 17,Instrument 2,0,0,413,302,504,383,491,397,449,523,510,622,4594,382.83,431,622,0,413,1189,1337,1655,137.67,396.33,445.67,551.67,1602,2992,267,482.14,14,2580,1
Hospital 1035,Region 5,District 17,Instrument 3,0,0,26,15,15,0,0,0,0,0,0,0,56,4.67,0,26,0,26,30,0,0,8.67,10,0,0,56,0,9.33,0,14,432,1
Hospital 1035,Region 5,District 28,Instrument 2,3937,2871,1940,2765,2274,3300,3224,2963,2607,2696,2454,2486,33517,2793.08,2730.5,3937,1940,8748,8339,8794,7636,2916,2779.67,2931.33,2545.33,17087,16430,2847.83,2818.57,159,36630,1
Hospital 1035,Region 5,District 28,Instrument 3,10,10,10,12,14,11,10,12,12,11,13,17,142,11.83,11.5,17,10,30,37,34,41,10,12.33,11.33,13.67,67,75,11.17,12.29,159,7428,1
Hospital 1035,Region 5,District 32,Instrument 2,302,558,141,-384,463,478,440,211,187,214,252,224,3086,257.17,238,558,-384,1001,557,838,690,333.67,185.67,279.33,230,1558,1528,259.67,286.57,9,7440,1
Hospital 1035,Region 5,District 32,Instrument 3,41,46,45,58,33,44,48,28,28,27,32,29,459,38.25,37,58,27,132,135,104,88,44,45,34.67,29.33,267,192,44.5,33.71,9,1500,1
Hospital 1035,Region 5,District 32,Instrument 5,87,95,70,93,70,347,253,346,163,193,215,248,2180,181.67,178,347,70,252,510,762,656,84,170,254,218.67,762,1418,127,252.14,9,1536,1
Hospital 1035,Region 5,District 41,Instrument 2,43,43,41,39,36,32,-110,38,33,28,12,-162,73,6.08,34.5,43,-162,127,107,-39,-122,42.33,35.67,-13,-40.67,234,-161,39,-18.43,11,12780,1
Hospital 1035,Region 5,District 41,Instrument 3,28,28,19,18,29,16,29,40,38,34,1,8,288,24,28,40,1,75,63,107,43,25,21,35.67,14.33,138,150,23,23.71,11,12600,1
Hospital 1036,Region 5,District 20,Instrument 2,253,0,309,0,290,0,460,0,277,0,352,0,1941,161.75,126.5,460,0,562,290,737,352,187.33,96.67,245.67,117.33,852,1089,142,155.57,8,804,1
Hospital 1036,Region 5,District 20,Instrument 3,83,0,88,0,82,0,325,0,8,0,685,0,1271,105.92,4,685,0,171,82,333,685,57,27.33,111,228.33,253,1018,42.17,145.43,8,276,1
Hospital 1037,Region 3,District 10,Instrument 2,6645,7151,6729,6747,6915,7428,35837,6845,6357,-3854,-4430,6787,89157,7429.75,6767,35837,-4430,20525,21090,49039,-1497,6841.67,7030,16346.33,-499,41615,47542,6935.83,7852.86,1110,206239,1
Hospital 1037,Region 3,District 10,Instrument 3,3730,2178,2540,2471,2190,2245,2711,2339,2939,3534,4136,3427,34440,2870,2625.5,4136,2178,8448,6906,7989,11097,2816,2302,2663,3699,15354,19086,2559,3047.29,1110,240,1
Hospital 1037,Region 3,District 10,Instrument 4,26,24,22,20,20,19,17,17,17,17,16,13,228,19,18,26,13,72,59,51,46,24,19.67,17,15.33,131,97,21.83,16.57,1110,120,1
Hospital 1037,Region 3,District 13,Instrument 2,1071,1038,1088,1145,1048,1194,1362,1342,1439,1451,2804,1585,16567,1380.58,1268,2804,1038,3197,3387,4143,5840,1065.67,1129,1381,1946.67,6584,9983,1097.33,1596.71,3171,9000,1
Hospital 1037,Region 3,District 14,Instrument 2,1682,1692,10057,8879,9083,9467,9618,9377,0,12,0,0,59867,4988.92,5285.5,10057,0,13431,27429,18995,12,4477,9143,6331.67,4,40860,19007,6810,4067.71,450,178560,1
Hospital 1037,Region 3,District 15,Instrument 2,519,-25810,-1130,-5131,6668,7078,6385,6586,6370,6527,7676,7503,23241,1936.75,6456,7676,-25810,-26421,8615,19341,21706,-8807,2871.67,6447,7235.33,-17806,41047,-2967.67,6875,680,194442,1
Hospital 1037,Region 3,District 15,Instrument 3,676,775,613,752,0,0,0,0,0,0,0,0,2816,234.67,0,775,0,2064,752,0,0,688,250.67,0,0,2816,0,469.33,0,680,7080,1
Hospital 1037,Region 3,District 15,Instrument 5,376,437,395,338,0,0,0,0,0,0,0,0,1546,128.83,0,437,0,1208,338,0,0,402.67,112.67,0,0,1546,0,257.67,0,680,58200,1
Hospital 1037,Region 3,District 15,Instrument 7,8227,8393,8070,7785,0,0,0,0,0,0,0,0,32475,2706.25,0,8393,0,24690,7785,0,0,8230,2595,0,0,32475,0,5412.5,0,680,1218,1
Hospital 1037,Region 3,District 17,Instrument 2,11918,12063,12593,12442,3934,13449,10615,12111,11973,11529,11973,12818,137418,11451.5,12018,13449,3934,36574,29825,34699,36320,12191.33,9941.67,11566.33,12106.67,66399,71019,11066.5,12066.86,509,656371,1
Hospital 1037,Region 3,District 17,Instrument 3,656,662,664,661,9481,0,0,0,0,0,0,0,12124,1010.33,0,9481,0,1982,10142,0,0,660.67,3380.67,0,0,12124,0,2020.67,0,509,26471,1
Hospital 1037,Region 3,District 17,Instrument 4,35,4,3,2,5,0,0,0,0,0,0,0,49,4.08,0,35,0,42,7,0,0,14,2.33,0,0,49,0,8.17,0,509,4860,1
Hospital 1037,Region 3,District 19,Instrument 2,4694,3789,3955,3663,3174,4148,3893,3477,3167,2974,3709,2998,43641,3636.75,3686,4694,2974,12438,10985,10537,9681,4146,3661.67,3512.33,3227,23423,20218,3903.83,3480.86,354,13500,1
Hospital 1037,Region 3,District 20,Instrument 2,5663,9781,5499,8991,5552,9356,4384,8196,5003,8047,4593,5610,80675,6722.92,5636.5,9781,4384,20943,23899,17583,18250,6981,7966.33,5861,6083.33,44842,35833,7473.67,6455.57,2936,5223,1
Hospital 1037,Region 3,District 20,Instrument 3,4250,425,3910,5749,3849,2912,3529,4235,3876,4658,4836,3885,46114,3842.83,3897.5,5749,425,8585,12510,11640,13379,2861.67,4170,3880,4459.67,21095,25019,3515.83,3990.14,2936,1379,1
Hospital 1037,Region 3,District 20,Instrument 7,1463,2003,1168,2150,1338,2634,1494,2614,1433,2491,1238,2610,22636,1886.33,1748.5,2634,1168,4634,6122,5541,6339,1544.67,2040.67,1847,2113,10756,11880,1792.67,2073.43,2936,468,1
Hospital 1037,Region 3,District 21,Instrument 2,894,2417,2954,2445,3410,3333,1045,753,1071,517,1548,1900,22287,1857.25,1724,3410,517,6265,9188,2869,3965,2088.33,3062.67,956.33,1321.67,15453,6834,2575.5,1452.43,39,26760,1
Hospital 1037,Region 3,District 24,Instrument 2,380,481,481,385,302,296,254,203,252,240,205,242,3721,310.08,275,481,203,1342,983,709,687,447.33,327.67,236.33,229,2325,1396,387.5,241.71,7,3000,1
Hospital 1037,Region 3,District 3,Instrument 2,4939,5337,5337,5047,-369,5115,6034,5559,5161,4975,4823,5278,57236,4769.67,5138,6034,-369,15613,9793,16754,15076,5204.33,3264.33,5584.67,5025.33,25406,31830,4234.33,5277.86,268,101550,1
Hospital 1037,Region 3,District 32,Instrument 5,1281,1211,1270,1188,1155,1368,1196,1350,1138,1095,1313,1194,14759,1229.92,1203.5,1368,1095,3762,3711,3684,3602,1254,1237,1228,1200.67,7473,7286,1245.5,1236.29,881,10800,1
Hospital 1037,Region 3,District 34,Instrument 2,1634,1776,1677,1622,1684,1604,1673,1564,1644,3344,1865,1764,21851,1820.92,1675,3344,1564,5087,4910,4881,6973,1695.67,1636.67,1627,2324.33,9997,11854,1666.17,1922.57,233,89976,1
Hospital 1037,Region 3,District 34,Instrument 3,237,237,237,237,237,187,210,208,211,216,216,217,2650,220.83,216.5,237,187,711,661,629,649,237,220.33,209.67,216.33,1372,1278,228.67,209.29,233,70344,1
Hospital 1037,Region 3,District 39,Instrument 2,9755,8716,8946,9009,8927,9131,9338,9163,8782,8940,10004,10967,111678,9306.5,9070,10967,8716,27417,27067,27283,29911,9139,9022.33,9094.33,9970.33,54484,57194,9080.67,9475,10,179100,1
Hospital 1037,Region 3,District 39,Instrument 4,3393,1483,1519,1378,1725,1667,1606,1658,1589,1845,1785,125,19773,1647.75,1632,3393,125,6395,4770,4853,3755,2131.67,1590,1617.67,1251.67,11165,8608,1860.83,1467.86,10,120,1
Hospital 1037,Region 3,District 4,Instrument 2,8068,8843,8316,7276,9255,8319,8378,8598,7897,8773,8874,9693,102290,8524.17,8488,9693,7276,25227,24850,24873,27340,8409,8283.33,8291,9113.33,50077,52213,8346.17,8647.43,304,120450,1
Hospital 1037,Region 3,District 44,Instrument 2,104318,104518,104128,102218,116624,116449,115402,53968,167263,118003,129175,132919,1364985,113748.75,115925.5,167263,53968,312964,335291,336633,380097,104321.33,111763.67,112211,126699,648255,716730,108042.5,119025.57,15040,900000,1
Hospital 1037,Region 3,District 44,Instrument 3,11333,11849,13605,14112,0,0,0,0,0,0,0,0,50899,4241.58,0,14112,0,36787,14112,0,0,12262.33,4704,0,0,50899,0,8483.17,0,15040,120,1
Hospital 1037,Region 3,District 48,Instrument 3,2769,3053,3479,3403,3560,0,0,0,0,0,0,0,16264,1355.33,0,3560,0,9301,6963,0,0,3100.33,2321,0,0,16264,0,2710.67,0,516,2640,1
Hospital 1037,Region 3,District 48,Instrument 7,0,0,0,0,0,650,665,764,735,709,762,743,5028,419,657.5,764,0,0,650,2164,2214,0,216.67,721.33,738,650,4378,108.33,718.29,516,1830,1
Hospital 1037,Region 3,District 49,Instrument 2,3515,3699,3702,3618,3196,3346,3216,2942,2910,3006,3462,4501,41113,3426.08,3404,4501,2910,10916,10160,9068,10969,3638.67,3386.67,3022.67,3656.33,21076,20037,3512.67,3340.43,1157,171000,1
Hospital 1037,Region 3,District 8,Instrument 2,353,349,360,330,330,399,376,376,342,338,365,343,4261,355.08,351,399,330,1062,1059,1094,1046,354,353,364.67,348.67,2121,2140,353.5,362.71,1044,257,1
Hospital 1038,Region 5,District 39,Instrument 2,10019,10653,10624,9429,9924,9487,9322,9582,9019,9258,9874,9909,117100,9758.33,9728,10653,9019,31296,28840,27923,29041,10432,9613.33,9307.67,9680.33,60136,56964,10022.67,9493,802,5078,1
Hospital 1038,Region 5,District 39,Instrument 7,1144,1144,1144,120967,1144,1144,1144,1144,1144,1144,1144,1144,133551,11129.25,1144,120967,1144,3432,123255,3432,3432,1144,41085,1144,1144,126687,6864,21114.5,1144,802,1240,1
Hospital 104,Region 1,District 17,Instrument 2,1013,1036,1542,1643,1039,1140,1236,938,1061,909,1066,1000,13623,1135.25,1050,1643,909,3591,3822,3235,2975,1197,1274,1078.33,991.67,7413,6210,1235.5,1050,8,26935,1
Hospital 104,Region 1,District 18,Instrument 7,13723,13432,12748,0,0,0,0,0,0,0,12205,22931,75039,6253.25,0,22931,0,39903,0,0,35136,13301,0,0,11712,39903,35136,6650.5,5019.43,151,134246,1
Hospital 104,Region 1,District 19,Instrument 5,215621,116236,137643,447362,203375,215057,185255,253439,251896,214522,240227,226248,2706881,225573.42,215339,447362,116236,469500,865794,690590,680997,156500,288598,230196.67,226999,1335294,1371587,222549,226663.43,329,332610,1
Hospital 104,Region 1,District 20,Instrument 2,0,6094,0,5573,0,6381,0,8450,0,8914,0,8722,44134,3677.83,2786.5,8914,0,6094,11954,8450,17636,2031.33,3984.67,2816.67,5878.67,18048,26086,3008,4638.14,699,2880,1
Hospital 104,Region 1,District 20,Instrument 3,0,13571,0,9657,0,11812,0,17571,0,18732,0,13048,84391,7032.58,4828.5,18732,0,13571,21469,17571,31780,4523.67,7156.33,5857,10593.33,35040,49351,5840,8737.57,699,2400,1
Hospital 104,Region 1,District 8,Instrument 2,707,732,721,776,767,879,883,875,146,1016,921,1041,9464,788.67,825.5,1041,146,2160,2422,1904,2978,720,807.33,634.67,992.67,4582,4882,763.67,823,4,1080,1
Hospital 1044,Region 1,District 13,Instrument 4,1901,728,646,736,537,0,0,0,0,0,0,0,4548,379,0,1901,0,3275,1273,0,0,1091.67,424.33,0,0,4548,0,758,0,46,49263,1
Hospital 1044,Region 1,District 20,Instrument 2,1228,0,1257,0,1089,0,1122,0,981,0,986,0,6663,555.25,490.5,1257,0,2485,1089,2103,986,828.33,363,701,328.67,3574,3089,595.67,441.29,35,17556,1
Hospital 1044,Region 1,District 28,Instrument 2,514,466,411,400,598,610,451,476,499,551,579,783,6338,528.17,506.5,783,400,1391,1608,1426,1913,463.67,536,475.33,637.67,2999,3339,499.83,564.14,1,35520,1
Hospital 1044,Region 1,District 28,Instrument 4,6,6,6,6,6,6,6,6,6,6,6,0,66,5.5,6,6,0,18,18,18,12,6,6,6,4,36,30,6,5.14,1,2160,1
Hospital 1047,Region 2,District 13,Instrument 5,1820,1726,1815,1835,1540,1796,1759,1730,1489,1905,1788,1947,21150,1762.5,1792,1947,1489,5361,5171,4978,5640,1787,1723.67,1659.33,1880,10532,10618,1755.33,1773.43,651,7530,1
Hospital 1047,Region 2,District 20,Instrument 2,4338,0,6104,0,4968,0,4238,0,4657,0,4592,0,28897,2408.08,2119,6104,0,10442,4968,8895,4592,3480.67,1656,2965,1530.67,15410,13487,2568.33,1926.71,219,4520,1
Hospital 1047,Region 2,District 20,Instrument 3,4140,0,2101,0,648,0,806,0,1021,0,405,0,9121,760.08,202.5,4140,0,6241,648,1827,405,2080.33,216,609,135,6889,2232,1148.17,318.86,219,2192,1
Hospital 1049,Region 4,District 13,Instrument 2,3107,3084,3524,3553,3156,4580,5056,4792,2001,4720,2238,6690,46501,3875.08,3538.5,6690,2001,9715,11289,11849,13648,3238.33,3763,3949.67,4549.33,21004,25497,3500.67,4296.71,435,157698,1
Hospital 1049,Region 4,District 13,Instrument 3,42,44,40,41,41,98,3020,215,702,555,3275,160,8233,686.08,129,3275,40,126,180,3937,3990,42,60,1312.33,1330,306,7927,51,1146.43,435,24952,1
Hospital 1049,Region 4,District 13,Instrument 4,1404,1403,1149,1232,1093,0,0,0,0,0,0,0,6281,523.42,0,1404,0,3956,2325,0,0,1318.67,775,0,0,6281,0,1046.83,0,435,360,1
Hospital 1049,Region 4,District 13,Instrument 5,10443,11447,11090,9037,11350,13785,11567,10801,9586,10277,9980,9161,128524,10710.33,10622,13785,9037,32980,34172,31954,29418,10993.33,11390.67,10651.33,9806,67152,61372,11192,10736.71,435,23994,1
Hospital 1049,Region 4,District 20,Instrument 2,12004,2220,6800,6339,6905,5930,1892,5428,2591,5134,5811,5671,66725,5560.42,5741,12004,1892,21024,19174,9911,16616,7008,6391.33,3303.67,5538.67,40198,26527,6699.67,4636.71,697,33102,1
Hospital 1049,Region 4,District 20,Instrument 3,2612,0,1294,0,1091,34,944,25,998,35,-492,32,6573,547.75,34.5,2612,-492,3906,1125,1967,-425,1302,375,655.67,-141.67,5031,1542,838.5,225.14,697,20334,1
Hospital 1049,Region 4,District 28,Instrument 2,5794,3430,3605,3213,3859,3860,4584,4314,4689,4798,5308,5903,53357,4446.42,4449,5903,3213,12829,10932,13587,16009,4276.33,3644,4529,5336.33,23761,29596,3960.17,4779.43,2010,51002,1
Hospital 1049,Region 4,District 41,Instrument 2,7028,4121,4602,3718,4906,6960,9136,-2797,7702,7356,93983,14840,161555,13462.92,6994,93983,-2797,15751,15584,14041,116179,5250.33,5194.67,4680.33,38726.33,31335,130220,5222.5,19597.14,2526,108926,1
Hospital 1049,Region 4,District 41,Instrument 3,4692,2917,5015,2894,5810,4341,4953,4544,6306,6780,12991,24106,85349,7112.42,4984,24106,2894,12624,13045,15803,43877,4208,4348.33,5267.67,14625.67,25669,59680,4278.17,9145.86,2526,153102,1
Hospital 1049,Region 4,District 41,Instrument 5,307,560,460,460,257,257,257,380,395,377,377,2835,6922,576.83,378.5,2835,257,1327,974,1032,3589,442.33,324.67,344,1196.33,2301,4621,383.5,696.86,2526,300,1
Hospital 1050,Region 5,District 13,Instrument 2,1721,1734,2518,1842,1597,3016,2664,3719,3875,3401,2386,3994,32467,2705.58,2591,3994,1597,5973,6455,10258,9781,1991,2151.67,3419.33,3260.33,12428,20039,2071.33,3293.57,150,822,1
Hospital 1051,Region 1,District 13,Instrument 2,0,0,0,0,0,0,0,0,69,83,65,4318,4535,377.92,0,4318,0,0,0,69,4466,0,0,23,1488.67,0,4535,0,647.86,51.5,73731,1
Hospital 1051,Region 1,District 17,Instrument 2,580,609,498,645,525,585,505,431,449,438,380,523,6168,514,514,645,380,1687,1755,1385,1341,562.33,585,461.67,447,3442,2726,573.67,473,25,1958,1
Hospital 1051,Region 1,District 17,Instrument 3,12,12,12,12,12,0,0,0,0,0,0,0,60,5,0,12,0,36,24,0,0,12,8,0,0,60,0,10,0,25,158,1
Hospital 1051,Region 1,District 18,Instrument 7,532,528,525,379,378,378,375,377,378,377,377,667,5271,439.25,378,667,375,1585,1135,1130,1421,528.33,378.33,376.67,473.67,2720,2551,453.33,418.43,23,9076,1
Hospital 1051,Region 1,District 20,Instrument 2,203,8066,554,8556,175,9166,751,8784,1166,8576,1101,8402,55500,4625,4616,9166,175,8823,17897,10701,18079,2941,5965.67,3567,6026.33,26720,28780,4453.33,5420.86,170.5,91715,1
Hospital 1051,Region 1,District 20,Instrument 3,515,1196,989,2258,300,1082,420,1046,209,677,647,686,10025,835.42,681.5,2258,209,2700,3640,1675,2010,900,1213.33,558.33,670,6340,3685,1056.67,681,170.5,19796,1
Hospital 1051,Region 1,District 28,Instrument 2,19840,17686,18267,20117,24460,24902,20946,20277,20390,21682,8218,31983,248768,20730.67,20333.5,31983,8218,55793,69479,61613,61883,18597.67,23159.67,20537.67,20627.67,125272,123496,20878.67,21199.71,505.6667,447846,1
Hospital 1051,Region 1,District 28,Instrument 3,7443,7545,7658,7849,8031,8209,8014,8354,8346,8509,8679,488,89125,7427.08,8022.5,8679,488,22646,24089,24714,17676,7548.67,8029.67,8238,5892,46735,42390,7789.17,7228.43,505.6667,243027,1
Hospital 1051,Region 1,District 28,Instrument 4,674,666,662,692,626,637,625,-242,146,136,132,0,4754,396.17,625.5,692,-242,2002,1955,529,268,667.33,651.67,176.33,89.33,3957,797,659.5,204.86,505.6667,20784,1
Hospital 1051,Region 1,District 48,Instrument 7,0,0,0,0,0,650,670,713,972,559,908,930,5402,450.17,604.5,972,0,0,650,2355,2397,0,216.67,785,799,650,4752,108.33,771.71,69,13344,1
Hospital 1052,Region 5,District 13,Instrument 2,1889,1806,2124,1277,1909,2017,2259,1925,2453,2222,1987,2332,24200,2016.67,2002,2453,1277,5819,5203,6637,6541,1939.67,1734.33,2212.33,2180.33,11022,13178,1837,2170.71,100,27486,1
Hospital 1052,Region 5,District 13,Instrument 3,167,178,175,17,165,5,6,2,2,4,1,8,730,60.83,7,178,1,520,187,10,13,173.33,62.33,3.33,4.33,707,23,117.83,4,100,1489,1
Hospital 1053,Region 5,District 20,Instrument 3,243,0,185,0,627,0,518,0,176,0,181,0,1930,160.83,88,627,0,428,627,694,181,142.67,209,231.33,60.33,1055,875,175.83,125,104,817,1
Hospital 1054,Region 2,District 20,Instrument 2,0,38,0,52,0,51,0,51,0,50,0,51,293,24.42,19,52,0,38,103,51,101,12.67,34.33,17,33.67,141,152,23.5,29,1433,402,1
Hospital 1056,Region 2,District 32,Instrument 2,454,392,529,116,564,587,554,547,545,556,266,293,5403,450.25,537,587,116,1375,1267,1646,1115,458.33,422.33,548.67,371.67,2642,2761,440.33,478.29,9,4800,1
Hospital 1056,Region 2,District 32,Instrument 3,158,145,139,238,-25,144,122,139,129,127,142,134,1592,132.67,139,238,-25,442,357,390,403,147.33,119,130,134.33,799,793,133.17,133.86,9,1973,1
Hospital 1056,Region 2,District 41,Instrument 3,670,670,526,508,530,601,559,589,552,552,530,634,6921,576.75,555.5,670,508,1866,1639,1700,1716,622,546.33,566.67,572,3505,3416,584.17,573.86,24,9216,1
Hospital 1057,Region 2,District 10,Instrument 2,-2716,-4301,2107,3640,3385,1960,1825,2257,1475,1358,895,1535,13420,1118.33,1680,3640,-4301,-4910,8985,5557,3788,-1636.67,2995,1852.33,1262.67,4075,9345,679.17,1615,1236,69668,1
Hospital 1057,Region 2,District 13,Instrument 2,-19855,6751,5235,6011,4882,6607,6565,6391,5483,9178,7619,9022,53889,4490.75,6478,9178,-19855,-7869,17500,18439,25819,-2623,5833.33,6146.33,8606.33,9631,44258,1605.17,7266.43,379,265914,1
Hospital 1057,Region 2,District 13,Instrument 3,-743,766,708,705,702,353,568,292,244,248,229,1932,6004,500.33,460.5,1932,-743,731,1760,1104,2409,243.67,586.67,368,803,2491,3513,415.17,552.29,379,23429,1
Hospital 1057,Region 2,District 17,Instrument 2,175,160,163,140,160,139,144,123,95,84,105,132,1620,135,139.5,175,84,498,439,362,321,166,146.33,120.67,107,937,683,156.17,117.43,836,250251,1
